id,title,authors,venue,year
37494,database management systems in 1990,jl berg,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
37497,source international conference on management of data archive,c zaniolo,"proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0
37526,on an efficient implementation of schemasql,"lvs lakshmanan , f sadri , in subramanian",,
37532,answering queries with aggregation using views,"d sristava , s dar , hv jagadish , a levy","proc . of intl. conf . on very large data bases ,",
37533,et alii ( 1991 ) . paws : a performance evaluation tool for parallel computing systems,d pease,ieee,
37539,"disma : a distributed and interoperable image database system , sigmod 2000 , may , 2000","v oria , mt ã?zsu , p iglinski , s lin , b yao","proc . of acm sigmod int . conf . on management of data , dallas",
37543,inhibitors to adoption of electronic commerce .,p murchland,"electronic markets ,",
37548,performance study of a database machine in supporting relational databases,"j banerjee , dk hsiao","vldb ,",1978.0
37552,content based navigation in multimedia information systems,"ph lewis , h davis , m dobie , w hall , j kuan , s",proceedings of acm,
37555,"tutorial , ''","s goldschmidt , h davis , t introduction","technical report , stanford university , february ,",
37563,prospector : a content-based mutimedia object server for massively parallel architectures,"woâ ?? connell , it ieong , d schraderâ ? ¦","proc . acm sigmod ,",
37571,shoring up persistent objects,"m carey , d dewitt , mj franklin , n hall , m","piv-ceeding of the acm sigmod conference on management of & hellip ; ,",
37588,finding generalized projected clusters in dimensional spaces,"c aggarwal , p yu","acm sigmod conference ,",
37608,starting ( and sometimes ending ) a database company,ja orenstein,"proceedings of the international conference on very large & hellip ; ,",1998.0
37624,semantic adaptation of schema mapping after schemas evolve,"c yu , l popa","proceedings of vldb ,",
37628,socqet : semantic olap with compressed cube and summarization,"lvs lakshmanan , j pei , y zhao","sigmod conference ,",2003.0
37631,the mentor workbench for enterprise-wide workflow management .,"acms anthology , p edition",,
37647,practical applications of triggers and constraints : success and lingering issues ( 10-year award for,"s ceri , r cochrane","international conference on very large data bases ( vldb ) ,",
37650,revisiting commit processing performance in distributed database systems,"r gupta , j haritsa , k ramamritham","proc . acm sigmod int &#39; l conf . management of data ,",
37662,parametric distributed query optimization based on load conditions,"s ganguly , r krishnamurthy","comad ,",
37679,electronic commerce,"e turban , j lee , d king , mh chung",,
37684,rapid application development,j martin,,1991.0
37687,semantic lossy compression of xml data . roadrunner : towards automatic data extraction from large web,"v crescenzi , g mecca , p merialdo","technical report , universitã di roma tre ,",
37702,the database group at university of hagen ( fernuniversitaet ),i overview,"sigmod record ,",1995.0
37720,design and implementation of the glue-nail database system,"mads morishita , g phippst",,
37724,information integration,a levy,,
37725,bulk loading into an oodb : a performance study,"jl wiener , jf naughton","proceedings of the international conference on very large & hellip ; ,",1994.0
37729,"optimization techniques for queries with expensive methods , association of computing machinery",jm hellerstein,"transactions on database systems ,",
37750,wireless protocols design : challenges and opportunities,"jl da silva jr , m sgroi , f de bernardinis , sf li ,",,
37752,xquec : pushing xml queries to compressed xml data ( demo ),"a arion , a bonifati , g costa , sdâ ?? aguanno , i",proc . of the vldb,
37765,ditse : an experimental distributed database system,"n cheng-yao , y shyan-ming","information and software technology ,",1996.0
37777,secure transaction processing in firm real-time database systems,"b george , j haritsa","sigmod conference ,",1997.0
37787,on relational support for xml publishing : beyond sorting and tagging,"s chaudhuri , r kaushik , jf naughton","sigmod conference ,",2003.0
37796,fibonacci modules : a modularization mechanism for object databases,"g ghelli , f nanni , g puglielli , a albano , ag",,
37797,retrieval scheduling for multimedia databases,"ml escobar-molano , da barrett , z genova , l zhang",,
37800,visdb : a system for visualizing large databases - group of 2 & raquo ;,"da keim , hp kriegel","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
37809,on-line warehouse view maintenance for batch updates . the acm sigmod conf,"d quass , j widom",,1997.0
37810,approximate counts and quantiles,"a arasu , g manku",international conference on management of,
37816,"m. , kriegel , h.-p . and sander , j. , 1999 , optics : ordering points to identify the clustering","m ankerst , m breunig",proceedings of,
37817,a graphical query language for mobile information systems,yh chang,"acm sigmod record ,",2003.0
37820,the illiac iv system,"wj bouknight , sa denenberg , de mcintyre , jm","proc . ieee ,",
37832,online dynamic reordering for interactive data processing in proc . of the 1999 intl,"v raman , b raman , j hellerstein","conf . on very large data bases ,",
37839,optimization of constrained frequent set queries with 2-variable constraints,"lvs lakshmanan , rt ng , j han , a pang","sigmod conference ,",1999.0
37842,incremental maintenance for materialized xpath/xslt views,"m onizuka , fy chan , r michigami , t honishi",,
37853,coordination approaches for cim,"mc norrie , m wunderli , r montau , u leonhardt , w",,
37857,managing intra-operator parallelism in parallel database systems,"mm md951 , d dewitt","proc . vldb conference , zurich ,",
37863,database search using information mining,"a kholsa , b kuhn , n soparkar","proceedings of the 1996 acm-sigmod international conference & hellip ; ,",
37872,minicon . a scalable algorithm for answering queries using views,"r pttinger , a levy","vldb journal ,",
37884,a model of cad transactions,"f bancilhon , w kim , hf korth","vldb ,",1985.0
37892,"temporal database system implementations , 1995",mh boehlen,"department of mathematics and computer science , aalborg",
37894,web caching for database applications with oracle web cache,"j anton , l jacobs , x liu , j parker , z zeng , t","sigmod conference ,",2002.0
37900,"mining class outlier : concepts , algorithms and applications in crm","z he , x xu , jz huang , s deng",,
37915,guest editorial,"a el abbadi , g schlageter , ky whang","the vldb journal the international journal on very large & hellip ; ,",2001.0
37918,value-cognizant speculative concurrency control for real-time databases,"a bestavros , s braoudakis","information systems ,",1996.0
37919,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , ej shekita , j kiernan , r","sigmod record ,",2001.0
37936,an approach to active spatial data mining based on statistical information,"w wang , j yang","ieee transactions on knowledge and data engineering ,",2000.0
37940,birch : an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , m livny","sigmod conference ,",1996.0
37952,normalizing incomplete databases,l libkin,,
37954,generating relations from xml documents,"s cohen , y kanza , y sagiv","lecture notes in computer science ,",2003.0
37959,on distributed processing of datalog queries by decomposing databases,g dong,proceedings of the acm sigmod international conference on,
37960,statistical synopses for graph-structured xml databases,"n polyzotis , mn garofalakis","sigmod conference ,",2002.0
37976,information management directions : the integration challenge,"en fong , ah goldfine","acm sigmod record ,",1989.0
37984,quorum consensus in nested-transaction systems,"kj goldman , n lynch","acm transactions on database systems ,",1994.0
37987,statminer : effectively mining and using coverage and overlap statistics in data integration,"z nie , ks bibfinder",proc . of,
37994,selectivity estimation for spatio-temporal queries to moving objects,"yj choi , cw chung","sigmod conference ,",2002.0
38001,"e. alli , '' query by image and video content : the qbic system , ''",m flickner,"ieee computer ,",
38005,efficient mid-query reoptimization,"n kabra , j dewitt","proc . sigmod ,",
38007,indexing on air,"t imielifiski , s viswanathan , br badrinath",proceedihgs of the acm-sigmod international conference on,
