move,generation,type,power,pp,accuracy,priority,target,damage_class,effect,effect_chance,contest_type,contest_effect,super_contest_effect,flavor_text,name
m_1ca6f703,1.0,id-1,80.0,20.0,75.0,0.0,10,2,1,,5.0,23.0,5.0,"The target is slammed with a long tail, vines, or thelike to inflict damage.",Slam
m_a162cb22,1.0,id-1,15.0,20.0,85.0,0.0,10,2,43,100.0,5.0,24.0,21.0,Things such as long bodies or tentacles are used tobind and squeeze the target for four to five turns.,Bind
m_873d031c,1.0,id-2,60.0,15.0,85.0,0.0,10,2,32,30.0,1.0,5.0,5.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Rolling Kick
m_f06a44a9,1.0,id-2,100.0,10.0,95.0,0.0,10,2,46,,1.0,3.0,5.0,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Jump Kick
m_3b3211fe,1.0,id-1,120.0,5.0,75.0,0.0,10,2,1,,1.0,1.0,18.0,The target is attacked by a kick launched withmuscle-packed power.,Mega Kick
m_4693a6f4,1.0,id-2,30.0,30.0,100.0,0.0,10,2,45,,1.0,12.0,7.0,The target is quickly kicked twice in successionusing both feet.,Double Kick
m_129aae5c,8.0,id-11,,10.0,,0.0,13,1,441,,,,,The user scatters mysterious water around and restoresthe HP of itself and its ally Pokémon in the battle.,Life Dew
m_37d1b8c9,3.0,id-11,150.0,5.0,100.0,0.0,11,3,191,,2.0,26.0,22.0,"The user spouts water to damage opposingPokémon. The lower the user’s HP, the lower themove’s power.",Water Spout
m_87b8a268,1.0,id-1,70.0,15.0,100.0,0.0,10,2,32,30.0,5.0,9.0,5.0,The user sticks out its head and attacks by chargingstraight into the target. This may also make thetarget flinch.,Headbutt
m_2c05a467,1.0,id-5,,15.0,100.0,0.0,10,1,24,,3.0,10.0,19.0,"Sand is hurled in the target’s face, reducing thetarget’s accuracy.",Sand Attack
m_f56e8b19,8.0,id-16,50.0,10.0,100.0,0.0,10,2,428,,,,,"The user attacks twice using Dreepy. If there are twotargets, this move hits each target once.",Dragon Darts
m_bb0028c5,7.0,id-14,185.0,1.0,,0.0,10,3,415,,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Genesis Supernova
m_47eef119,3.0,id-14,,20.0,,0.0,7,1,207,,1.0,32.0,11.0,The user absorbs a mystical power from space toraise its Defense and Sp. Def stats.,Cosmic Power
m_0eb401a6,7.0,id-1,,1.0,,0.0,7,1,414,100.0,,,,"This move can’t be used.It’s recommended that this move is forgotten.Once forgotten, this move can’t be remembered.",Extreme Evoboost
m_f8dbcd8c,1.0,id-1,,40.0,,0.0,7,1,157,,3.0,16.0,13.0,The user curls up to conceal weak spots and raiseits Defense stat.,Defense Curl
m_3e8605c1,7.0,id-12,65.0,10.0,90.0,0.0,10,3,74,50.0,,,,The user attacks its target by encircling it in sharpleaves. This attack may also lower thetargets accuracy.,Leaf Tornado
m_b4fcac5b,3.0,id-1,60.0,25.0,100.0,0.0,10,2,106,,3.0,20.0,12.0,The user endearingly approaches the target thensteals the targets held item.,Covet
m_fa189db3,7.0,id-16,110.0,5.0,100.0,0.0,11,3,405,100.0,,,,The user rubs the scales on its entire body and makesa huge noise to attack opposing Pokémon.The users Defense stat goes down after the attack.,Clanging Scales
m_b59ff434,7.0,id-18,130.0,5.0,90.0,0.0,10,3,205,100.0,,,,The user unleashes a strong beam. The attack’srecoil harshly lowers the user’s Sp. Atk stat.,Fleur Cannon
m_e98e70d9,4.0,id-3,,15.0,,0.0,4,1,226,,4.0,,1.0,The user whips up a turbulent whirlwind that upsthe Speed stats of the user and its allies forfour turns.,Tailwind
m_980c7574,,id-1,,40.0,,0.0,7,1,370,,,,,The Pokémon congratulates you on your special day,Celebrate
m_701813f6,5.0,id-14,,10.0,,,12,1,282,,,,,The user creates a bizarre area in which PokémonsDefense and Sp. Def stats are swapped forfive turns.,Wonder Room
m_49e4ab9c,7.0,id-10,150.0,5.0,100.0,-3.0,11,3,408,,,,,"The user sets a shell trap. If the user is hit by aphysical move, the trap will explode and inflictdamage on opposing Pokémon.",Shell Trap
m_027805d9,4.0,id-2,100.0,10.0,90.0,0.0,10,2,219,100.0,1.0,,2.0,The user swings and hits with its strong heavy fist.It lowers the users Speed however.,Hammer Arm
m_ffc257ee,6.0,id-1,,40.0,,0.0,7,1,370,,,,,The Pokémon congratulates you on your special day,Celebrate
m_23b81361,7.0,id-5,75.0,10.0,100.0,0.0,10,2,409,,,,,"Driven by frustration, the user attacks the target.If the user’s previous move has failed, the power ofthis move doubles.",Stomping Tantrum
m_78ca0462,2.0,id-3,100.0,5.0,95.0,0.0,10,3,44,,1.0,2.0,22.0,A vortex of air is shot at the target to inflict damage.Critical hits land more easily.,Aeroblast
m_dd0aa195,,id-12,,10.0,,0.0,7,1,329,,,,,The user protects itself by wrapping its body in softcotton which drastically raises the usersDefense stat.,Cotton Guard
m_e33f7855,7.0,id-14,85.0,10.0,100.0,0.0,10,2,187,,,,,The user bites the target with its psychiccapabilities. This can also destroy Light Screenand Reflect.,Psychic Fangs
m_e161f4b5,7.0,id-2,60.0,10.0,100.0,-4.0,10,2,186,,5.0,31.0,15.0,This attack moves power is doubled if the user hasbeen hurt by the opponent in the same turn.,Revenge
m_b50fb0ed,3.0,id-2,60.0,10.0,100.0,-4.0,10,2,186,,5.0,31.0,15.0,This attack moves power is doubled if the user hasbeen hurt by the opponent in the same turn.,Revenge
m_989d5929,2.0,id-1,,40.0,,,10,1,114,,4.0,33.0,20.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Foresight
m_d486bc92,6.0,id-17,100.0,5.0,,0.0,10,2,360,100.0,,,,"Using its many arms, the user unleashes a barrage ofattacks that ignore the effects of moves like Protectand Detect. But the user’s Defense stat falls.",Hyperspace Fury
m_ecbb3804,3.0,id-17,,20.0,100.0,0.0,10,1,63,,4.0,28.0,19.0,The user feigns crying to fluster the target harshlylowering its Sp. Def stat.,Fake Tears
m_032b03ac,4.0,id-14,,10.0,,,7,1,271,,2.0,,8.0,The user faints. In return the Pokémon taking itsplace will have its status and HP fully restored.,Lunar Dance
m_1cb5e267,1.0,id-12,120.0,10.0,100.0,0.0,10,3,152,,1.0,1.0,6.0,In this two-turn attack the user gathers light thenblasts a bundled beam on the next turn.,Solar Beam
m_b0b892b2,5.0,id-10,,10.0,100.0,0.0,10,2,292,,,,,The user slams its target with its flame-coveredbody. The more the user outweighs the target thegreater the moves power.,Heat Crash
m_7807bcf9,7.0,id-7,,1.0,,0.0,10,3,1,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Savage Spin-Out
m_275031fc,1.0,id-1,15.0,20.0,85.0,0.0,10,2,30,,1.0,10.0,7.0,The target is jabbed repeatedly with a horn or beaktwo to five times in a row.,Fury Attack
m_8654bad7,1.0,id-12,120.0,10.0,100.0,0.0,10,3,152,,1.0,1.0,6.0,In this two-turn attack the user gathers light thenblasts a bundled beam on the next turn.,Solar Beam
m_bdd2c62e,3.0,id-17,65.0,20.0,100.0,0.0,10,2,189,,4.0,4.0,5.0,"The user slaps down the target’s held item, and thatitem can’t be used in that battle. The move doesmore damage if the target has a held item.",Knock Off
m_42eab06d,1.0,id-1,15.0,20.0,85.0,0.0,10,2,30,,1.0,10.0,7.0,The target is jabbed repeatedly with a horn or beaktwo to five times in a row.,Fury Attack
m_9da54ca4,3.0,id-5,35.0,15.0,85.0,0.0,10,2,43,100.0,4.0,24.0,21.0,The user traps the target inside a harshly ragingsandstorm for four to five turns.,Sand Tomb
m_b3eef395,3.0,id-1,50.0,10.0,,0.0,10,3,204,,4.0,1.0,4.0,This attack move varies in power and typedepending on the weather.,Weather Ball
m_3a2d26be,3.0,id-1,50.0,10.0,100.0,0.0,10,3,204,,4.0,1.0,4.0,This attack move varies in power and typedepending on the weather.,Weather Ball
m_57c6a4c0,3.0,id-5,,15.0,,0.0,12,1,202,,3.0,1.0,13.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Mud Sport
m_3c259f57,5.0,id-18,190.0,1.0,,0.0,10,2,417,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Lets Snuggle Forever
m_aa0f7389,4.0,id-10,70.0,5.0,100.0,0.0,11,3,1,100.0,,,,The user attacks with energy from jealousy. This leavesall opposing Pokémon that have had their stats boostedduring the turn with a burn.,Burning Jealousy
m_17f64377,8.0,id-10,70.0,5.0,100.0,,11,3,1,100.0,,,,The user attacks with energy from jealousy. This leavesall opposing Pokémon that have had their stats boostedduring the turn with a burn.,Burning Jealousy
m_51b3868c,7.0,id-18,190.0,,,0.0,10,2,417,,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Lets Snuggle Forever
m_08d443c9,3.0,id-1,90.0,10.0,100.0,0.0,8,3,160,,3.0,21.0,10.0,The user attacks in an uproar for three turns.During that time no Pokémon can fall asleep.,Uproar
m_3898e5ae,1.0,id-11,100.0,10.0,90.0,0.0,10,2,44,,5.0,2.0,18.0,The target is hammered with a large pincer. Criticalhits land more easily.,Crabhammer
m_4d05163e,8.0,id-2,90.0,10.0,100.0,0.0,10,2,1,100.0,,,,The user overwhelms the target with lightning-likemovement before delivering a kick. This also lowersthe target’s Defense stat.,Thunderous Kick
m_23335e40,1.0,id-1,55.0,30.0,100.0,0.0,10,2,1,,5.0,1.0,5.0,The target is gripped and squeezed from both sidesto inflict damage.,Vise Grip
m_853db153,2.0,id-4,,10.0,100.0,0.0,10,3,3,30.0,5.0,10.0,18.0,Unsanitary sludge is hurled at the target. This mayalso poison the target.,Sludge Bomb
m_a134bbcc,5.0,id-14,,10.0,,0.0,12,1,282,,,,,The user creates a bizarre area in which PokémonsDefense and Sp. Def stats are swapped forfive turns.,Wonder Room
m_d0e980b7,2.0,id-2,,5.0,50.0,0.0,10,2,77,100.0,1.0,10.0,18.0,The user punches the target with full concentratedpower. This confuses the target if it hits.,Dynamic Punch
m_1e2d9624,3.0,id-15,,,30.0,0.0,10,3,39,,2.0,14.0,9.0,The target faints instantly. Its less likely to hit thetarget if its used by Pokémon other than Ice types.,Sheer Cold
m_160ccf9c,4.0,id-17,,15.0,100.0,0.0,10,1,233,,3.0,,13.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Embargo
m_e26bfb78,8.0,id-9,100.0,5.0,100.0,0.0,10,2,436,,,,,The user becomes a gigantic sword and cuts the target.This move deals twice the damage if the targetis Dynamaxed.,Behemoth Blade
m_805d4328,8.0,id-10,120.0,5.0,90.0,0.0,10,2,5,10.0,,,,The user attacks by igniting a small stone and launchingit as a fiery ball at the target. This may also leave thetarget with a burn.,Pyro Ball
m_66e02077,8.0,id-13,110.0,10.0,100.0,0.0,10,2,437,100.0,,,,Morpeko attacks and raises its Speed with the energystored in its cheeks. This move’s type changesdepending on the user’s form.,Aura Wheel
m_95e5ab8f,8.0,id-9,100.0,5.0,100.0,0.0,10,2,436,,,,,The user becomes a gigantic shield and slams intothe target. This move deals twice the damage if thetarget is Dynamaxed.,Behemoth Bash
m_b6139c36,8.0,id-12,40.0,40.0,100.0,0.0,10,2,1,,,,,The user attacks the target by poking it with a sharplypointed branch.,Branch Poke
m_5e99592f,8.0,id-16,60.0,15.0,100.0,0.0,11,2,396,100.0,,,,The user swings its tough tail wildly and attacksopposing Pokémon. This also lowers their Attack stats.,Breaking Swipe
m_bfdb79fe,8.0,id-12,80.0,10.0,100.0,0.0,10,3,440,100.0,,,,The user attacks the target with an acidic liquid createdfrom tart apples. This also lowers the target’sSp. Def stat.,Apple Acid
m_3c470cf0,8.0,id-13,80.0,10.0,100.0,0.0,11,3,439,,,,,"The user attacks opposing Pokémon by twanginga guitar or bass guitar, causing a huge echo andstrong vibration.",Overdrive
m_a5a3b92b,8.0,id-18,75.0,15.0,100.0,0.0,10,2,72,100.0,,,,The user attacks the target with so much force that itcould break the target’s spirit. This also lowers thetarget’s Sp. Atk stat.,Spirit Break
m_bd83d0ec,5.0,id-14,80.0,10.0,100.0,0.0,10,3,283,,,,,The user materializes an odd psychic wave to attackthe target. This attack does physical damage.,Psyshock
m_104fd5b2,4.0,id-17,,5.0,100.0,,10,2,246,,4.0,,23.0,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Punishment
m_6a41a480,7.0,id-13,175.0,1.0,,0.0,10,3,7,100.0,,,,This move cant be used.Its recommended that this move is forgotten.Once forgotten this move cant be remembered.,Stoked Sparksurfer
m_83c07503,3.0,id-10002,,,,,6,1,107,,,,,,Shadow Hold
m_7c3df919,5.0,id-14,,10.0,,0.0,12,1,282,,,,,The user creates a bizarre area in which Pokémon’sDefense and Sp. Def stats are swapped forfive turns.,Wonder Room
m_3cc9324b,4.0,id-2,120.0,5.0,70.0,0.0,10,3,73,10.0,1.0,,17.0,The user heightens its mental focus and unleashesits power. This may also lower the target’sSp. Def stat.,Focus Blast
m_6506a8a6,4.0,id-2,40.0,30.0,100.0,1.0,10,3,104,,4.0,,1.0,The user whirls its fists to send a wave of purevacuum at the target. This move always goes first.,Vacuum Wave
m_f92d1c23,4.0,id-3,120.0,15.0,100.0,0.0,10,2,199,,3.0,,18.0,The user tucks in its wings and charges from a lowaltitude. This also damages the user quite a lot.,Brave Bird
m_92339500,4.0,id-12,90.0,10.0,100.0,0.0,10,3,73,10.0,2.0,,17.0,The user draws power from nature and fires it at thetarget. This may also lower the target’s Sp. Def stat.,Energy Ball
m_97ccdb53,4.0,id-17,,10.0,100.0,0.0,10,1,178,,1.0,,12.0,The user trades held items with the target fasterthan the eye can follow.,Switcheroo
m_92753185,4.0,id-5,90.0,10.0,100.0,0.0,10,3,73,10.0,4.0,,18.0,The user makes the ground under the target eruptwith power. This may also lower the target’sSp. Def stat.,Earth Power
m_dd79583a,4.0,id-17,,20.0,,0.0,7,1,54,,3.0,,11.0,The user stimulates its brain by thinking badthoughts. This sharply raises the user’s Sp. Atk stat.,Nasty Plot
m_69452c14,4.0,id-1,150.0,5.0,90.0,0.0,10,2,81,,2.0,,22.0,The user charges at the target using every bit of itspower. The user can’t move on the next turn.,Giga Impact
m_325f7fd3,4.0,id-15,60.0,10.0,100.0,-4.0,10,2,186,,1.0,,15.0,The power of this attack move is doubled if the userhas been hurt by the target in the same turn.,Avalanche
m_2d0fa9dc,4.0,id-9,40.0,30.0,100.0,1.0,10,2,104,,4.0,,1.0,The user strikes the target with tough punches asfast as bullets. This move always goes first.,Bullet Punch
m_5f9dfbaa,8.0,id-17,90.0,10.0,100.0,0.0,11,3,1,20.0,,,,The user transforms its wrath into a fire-like aurato attack. This may also make opposing Pokémon flinch.,Fiery Wrath
m_b452115a,8.0,id-8,110.0,5.0,90.0,0.0,10,2,1,,,,,The user attacks the target by controlling the target’sitem. The move fails if the target doesn’t have an item.,Poltergeist
m_9a56b92a,8.0,id-15,130.0,5.0,100.0,0.0,11,2,1,,,,,The user attacks by hurling a blizzard-cloakedicicle lance at opposing Pokémon.,Glacial Lance
m_836bafa8,8.0,id-8,120.0,5.0,100.0,0.0,11,3,1,,,,,The user attacks by sending a frightful amount of smallghosts at opposing Pokémon.,Astral Barrage
m_c022aeaa,8.0,id-14,80.0,5.0,100.0,0.0,10,3,1,,,,,The user attacks with its tremendous psychic power.This also removes 3 PP from the target’s last move.,Eerie Spell
m_282d3f1c,7.0,id-11,90.0,10.0,100.0,0.0,9,3,386,,,,,The user bursts into song emitting many bubbles.Any Pokémon suffering from a burn will be healedby the touch of these bubbles.,Sparkling Aria
m_c7684273,5.0,id-10,100.0,5.0,100.0,0.0,10,3,336,,,,,The user brings down a giant flame. This move’spower is increased when influenced by an enormouslightning bolt.,Fusion Flare
m_d6cd5181,5.0,id-13,100.0,5.0,100.0,0.0,10,2,337,,,,,The user throws down a giant lightning bolt. Thismove’s power is increased when influenced by anenormous flame.,Fusion Bolt
m_b0811b96,4.0,id-3,65.0,20.0,,0.0,10,3,268,100.0,4.0,,23.0,The user attacks the target with sound waves ofdeafening chatter. This confuses the target.,Chatter
m_5354a57d,4.0,id-3,,20.0,100.0,0.0,10,3,268,100.0,4.0,,23.0,The user attacks the target with sound waves ofdeafening chatter. This confuses the target.,Chatter
m_0baf300b,8.0,id-10,70.0,5.0,100.0,0.0,11,3,1,100.0,,,,The user attacks with energy from jealousy. This leavesall opposing Pokémon that have had their stats boostedduring the turn with a burn.,Burning Jealousy
m_c0805843,5.0,id-13,130.0,5.0,85.0,0.0,10,2,7,20.0,,,,The user surrounds itself with a great amount ofelectricity and charges its target. This may alsoleave the target with paralysis.,Bolt Strike
m_6e3cbfa9,5.0,id-10,130.0,5.0,85.0,0.0,10,3,5,20.0,,,,"The user attacks by engulfing the target in anintense, yet beautiful, blue flame. This may also leavethe target with a burn.",Blue Flare
m_dfd86f6b,1.0,id-1,,30.0,,0.0,7,1,48,,1.0,5.0,11.0,The user takes a deep breath and focuses so thatcritical hits land more easily.,Focus Energy
m_df3478ba,5.0,id-15,140.0,5.0,90.0,0.0,10,2,332,30.0,,,,"On the second turn, the user hits the target withelectrically charged ice. This may also leave thetarget with paralysis.",Freeze Shock
m_dec97952,5.0,id-15,140.0,5.0,90.0,0.0,10,3,333,30.0,,,,"On the second turn, an ultracold, freezing windsurrounds the target. This may leave the target witha burn.",Ice Burn
m_0efa01d0,5.0,id-17,55.0,15.0,95.0,0.0,11,3,72,100.0,,,,"The user yells as if it’s ranting about something,which lowers the Sp. Atk stats of opposing Pokémon.",Snarl
m_ae8f79cc,5.0,id-15,85.0,10.0,90.0,0.0,10,2,32,30.0,,,,The user attacks by harshly dropping large iciclesonto the target. This may also make the target flinch.,Icicle Crash
m_73a2b38a,5.0,id-10,180.0,5.0,95.0,0.0,10,2,335,100.0,,,,"With a hot flame on its forehead, the user hurls itselfat its target. This lowers the user’s Defense, Sp. Def,and Speed stats.",V-create
m_c58e47ba,2.0,id-16,40.0,20.0,100.0,0.0,11,3,147,20.0,1.0,21.0,5.0,The user whips up a vicious tornado to tear at opposingPokémon. This may also make them flinch.,Twister
m_6ec997bc,2.0,id-2,100.0,5.0,80.0,0.0,10,2,44,,1.0,2.0,18.0,The user delivers a double chop with its forearmscrossed. Critical hits land more easily.,Cross Chop
m_6bf58ae8,8.0,id-1,50.0,10.0,100.0,0.0,10,3,1,,,,,The user utilizes the power of the terrain to attack.This move’s type and power changes depending onthe terrain when it’s used.,Terrain Pulse
m_fff67967,8.0,id-10,100.0,10.0,,0.0,2,2,1,,,,,This is a Fire-type attack Dynamax Pokémon use.The user intensifies the sun for five turns.,Max Flare
m_08fde4cb,5.0,id-11,80.0,10.0,100.0,0.0,10,3,325,,,,,A column of water hits the target. When used withits fire equivalent its power increases and arainbow appears.,Water Pledge
m_00b13478,2.0,id-9,100.0,15.0,75.0,0.0,10,2,70,30.0,1.0,4.0,18.0,The target is slammed with a steel-hard tail.This may also lower the target’s Defense stat.,Iron Tail
