id,title,venue,year
1764,"quickly generating billion-record synthetic databases j gray , p sundaresan , s englert , k baclawski , p weinberger",sigmod conference,1994.0
1765,experiences in federated databases : from iro-db to miro-web vldb 1998,,
1766,predictive dynamic load balancing of parallel and distributed rule and query processing,sigmod conference,1994.0
1767,materialized views in oracle,vldb,1998.0
1768,incremental updates of inverted lists for text document retrieval sigmod conference,,1994.0
1769,"koda - the architecture and interface of a data model independent kernel g arun , a joshi",vldb,1998.0
1770,"optimizing queries on files m consens , t milo",sigmod conference,1994.0
1771,"on parallel execution of multiple pipelined hash joins h hsiao , m chen , p yu sigmod conference 1994",,
1772,the adabas buffer pool manager h schіning 1998,vldb,
1773,multi-step processing of spatial joins sigmod conference 1994,,
1774,"plan-per-tuple optimization solution - parallel execution of expensive user-defined functions f cariёo , w o'connell 1998",vldb,
1775,"spatial joins using seeded trees m lo , c ravishankar sigmod conference",,1994.0
1776,"is web-site management a database problem ? d florescu , a levy , d suciu 1998",vldb,
1777,"managing memory for real-time queries h pang , m carey , m livny sigmod conference 1994",,
1778,"information , communication , and money : for what can we charge and how can we meter it ? vldb",,1998.0
1779,starting ( and sometimes ending ) a database company j orenstein 1998,vldb,
1780,shoring up persistent applications 1994,sigmod conference,
1781,the cubetree storage organization 1998,vldb,
1782,quickstore : a high performance mapped object store sigmod conference,,1994.0
1783,"self-adaptive , on-line reclustering of complex object data 1994",sigmod conference,
1784,"ibm 's db2 universal database demonstrations at vldb '98 k schiefer , j kleewein , k brannon , g lohman , g fuh",vldb,1998.0
1785,sequence query processing,sigmod conference,1994.0
1786,mapinfo spatialware : a spatial information server for rdbms c mina 1998,vldb,
1787,practical predicate placement j hellerstein,sigmod conference,1994.0
1788,"optimizing disjunctive queries with expensive predicates a kemper , g moerkotte , k peithner , m steinbrunn 1994",sigmod conference,
1789,oracle industrial exhibit a pogue 1998,vldb,
1790,a language for manipulating arrays,vldb,1997.0
1791,outerjoins as disjunctions c galindo-legaria,sigmod conference,1994.0
1792,a foundation for multi-dimensional databases vldb 1997,,
1793,"partition selection policies in object database garbage collection j cook , a wolf , b zorn 1994",sigmod conference,
1794,"cost-based selection of path expression processing algorithms in object-oriented databases g gardarin , j gruser , z tang 1996",vldb,
1795,nonstop sql : scalability and availability for decision support sigmod conference 1994,,
1796,dynamic load balancing in hierarchical parallel database systems 1996,vldb,
1797,red brick warehouse : a read-mostly rdbms for open smp platforms p fernandez sigmod conference 1994,,
1798,"disseminating updates on broadcast disks s acharya , m franklin , s zdonik 1996",vldb,
1799,the montage extensible datablade achitecture m ubell,sigmod conference,1994.0
1800,object-oriented features of db2 client/server h pirahesh sigmod conference 1994,,
1801,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system g gardarin , f sha , z tang vldb 1996",,
1802,answering queries with aggregation using views 1996,vldb,
1803,"the impress ddt : a database design toolbox based on a formal specification language j flokstra , m keulen , j skowronek",sigmod conference,1994.0
1804,clustering techniques for minimizing external path length vldb 1996,,
1805,"the medusa project : autonomous data management in a shared-nothing parallel database machine g bryan , w moore , b curry , k lodge , j geyer 1994",sigmod conference,
1806,enterprise information architectures -- they 're finally changing w melling 1994,sigmod conference,
1807,fast nearest neighbor search in medical image databases,vldb,1996.0
1808,relaxed transaction processing,sigmod conference,1994.0
1809,"applying data mining techniques to a health insurance information system m viveros , j nearhos , m rothman vldb",,1996.0
1810,oracle 's symmetric replication technology and implications for application design sigmod conference,,1994.0
1811,"coalescing in temporal databases m bіhlen , r snodgrass , m soo",vldb,1996.0
1812,"sybase replication server a gorelik , y wang , m deppe sigmod conference 1994",,
1813,effective & efficient document ranking without using a large lexicon y ogawa,vldb,1996.0
1814,"xsb as an efficient deductive database engine k sagonas , t swift , d warren",sigmod conference,1994.0
1815,a new sql-like operator for mining association rules vldb 1996,,
1816,parallel database systems in the 1990 's m carey 1994,sigmod conference,
1817,"constructing efficient decision trees by using optimized numeric association rules t fukuda , y morimoto , s morishita , t tokuyama vldb 1996",,
1818,odmg-93 : a standard for object-oriented dbmss r cattell 1994,sigmod conference,
1819,efficient snapshot differential algorithms for data warehousing vldb,,1996.0
1820,eroc : a toolkit for building neato query optimizers 1996,vldb,
1821,unisql/x unified relational and object-oriented database system w kim,sigmod conference,1994.0
1822,filter trees for managing spatial data over a range of size granularities vldb 1996,,
1823,"oracle media server : providing consumer based interactive access to multimedia data a laursen , j olkin , m porter 1994",sigmod conference,
1824,object-oriented extensions in sql3 : a status report 1994,sigmod conference,
1825,"analysis of n-dimensional quadtrees using the hausdorff fractal dimension c faloutsos , v gaede vldb",,1996.0
1826,the design and implementation of a sequence database system vldb,,1996.0
1827,editor 's notes l liu,sigmod record,2003.0
1828,optimization of queries with user-defined predicates 1996,vldb,
1829,open object database management systems,,1994.0
1830,"incremental maintenance of externally materialized views m staudt , m jarke vldb 1996",,
1831,"the myriad federated database prototype s hwang , e lim , h yang , s musukula , k mediratta , m ganesh , d clements , j stenoien , j srivastava sigmod conference",,1994.0
1832,"watchman : a data warehouse intelligent cache manager p scheuermann , j shim , r vingralek vldb 1996",,
1833,"dblearn : a system prototype for knowledge discovery in relational databases j han , y fu , y huang , y cai , n cercone sigmod conference",,1994.0
1834,"the x-tree : an index structure for high-dimensional data s berchtold , d keim , h kriegel vldb 1996",,
1835,"an environmental sensor network to determine drinking water quality and security a ailamaki , c faloutsos , p fischbeck , m small , j vanbriesen",sigmod record,2003.0
1836,bluetooth-based sensor networks sigmod record,,2003.0
1837,of objects and databases : a decade of turmoil,vldb,1996.0
1838,developments at acm tods,sigmod record,2003.0
1839,the changing landscape of the software industry and its implications for india u gupta vldb,,1996.0
1840,the ores temporal database management system sigmod conference,,1994.0
1841,database management systems and the internet vldb,,1996.0
1842,dwms : data warehouse management system n mohan 1996,vldb,
1843,"ptool : a scalable persistent object manager r grossman , x qin sigmod conference",,1994.0
1844,disnic-plan : a nicnet based distributed database for micro-level planning in india m moni 1996,vldb,
1845,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,1994.0
1846,"mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application m missikoff , m toiati sigmod conference",,1994.0
1847,bellcore 's adapt/x harness system for managing information on internet and intranets a sheth vldb 1996,,
1848,cache coherency in oracle parallel server,vldb,1996.0
1849,query by diagram : a graphical environment for querying databases 1994,sigmod conference,
1850,extracting large data sets using db2 parallel edition vldb 1996,,
1851,"quest : a project on database mining r agrawal , m carey , c faloutsos , s ghosh , m houtsma , t imielinski , b iyer , a mahboob , h miranda , r srikant , a swami 1994",sigmod conference,
